pmid,pmcid,indra_evidences,indra_evidences_entity_constraint,indra_statements,indra_statements_entity_constraint
33916487,PMC8067409,3,3,3,3
33916491,,1,1,1,1
33916517,PMC8065989,6,1,6,1
33916535,,13,6,13,6
33916548,PMC8038508,117,8,117,8
33916566,PMC8066894,4,1,4,1
33916579,PMC8038481,63,2,63,2
33916597,,22,2,22,2
33916608,PMC8066637,13,2,13,2
33916615,PMC8066988,53,10,53,10
33916620,,5,1,5,1
33916639,PMC8038563,3,1,3,1
33916640,PMC8066332,28,1,28,1
33916643,PMC8066126,40,16,40,16
33916664,,5,1,5,1
33916671,PMC8038409,11,1,11,1
33916690,PMC8066279,5,2,5,2
33916704,,5,2,5,2
33916708,PMC8066465,6,1,6,1
33916730,PMC8065559,43,3,43,3
33916734,PMC8065575,36,13,36,13
33916763,,5,1,5,1
33916769,PMC8038419,4,1,4,1
33916780,PMC8066452,12,5,12,5
33916785,,9,2,9,2
33916786,PMC8067132,46,40,46,40
33916789,PMC8038347,122,7,122,7
33916792,PMC8167798,8,3,8,3
33916803,PMC8067176,3,3,3,3
33916823,PMC8038324,55,1,55,1
33916835,,3,1,3,1
33916843,PMC8066189,8,1,8,1
33916863,PMC8065683,6,5,6,5
33916877,PMC8066704,25,13,25,13
33916883,PMC8067553,22,22,22,22
33916886,PMC8067576,1,1,1,1
33916904,PMC8067566,10,3,10,3
33916908,PMC8067606,28,16,28,16
33916912,PMC8067633,3,1,3,1
33916922,PMC8067640,8,3,8,3
33916929,PMC8067608,2,1,2,1
33916931,PMC8067583,9,1,9,1
33916948,PMC8067526,8,2,8,2
33916950,PMC8067605,1,1,1,1
33916958,PMC8067602,28,13,28,13
33916959,PMC8067634,3,1,3,1
33916969,PMC8067577,13,4,13,4
33916974,PMC8067588,3,1,3,1
33916984,PMC8067593,10,3,10,3
33916997,PMC8067724,6,4,6,4
33917006,,1,1,1,1
33917009,PMC8067763,11,6,11,6
33917010,PMC8067718,10,3,10,3
33917019,PMC8067729,90,23,90,23
33917027,PMC8067705,4,1,4,1
33917032,PMC8067708,4,1,4,1
33917037,PMC8067689,4,3,4,3
33917041,PMC8167758,13,8,13,8
33917044,PMC8067684,3,1,3,1
33917056,,10,1,10,1
33917060,PMC8067746,2,1,2,1
33917061,PMC8067687,9,4,9,4
33917063,PMC8067685,2,1,2,1
33917068,PMC8067692,12,7,12,7
33917070,PMC8067726,17,6,17,6
33917078,PMC8067736,6,1,6,1
33917080,PMC8067722,46,1,46,1
33917081,PMC8067734,3,2,3,2
33917090,PMC8067809,1,1,1,1
33917091,PMC8067840,1,1,1,1
33917098,PMC8067846,6,1,6,1
33917100,PMC8067854,8,5,8,5
33917105,PMC8067794,3,1,3,1
33917112,PMC8067835,18,6,18,6
33917117,PMC8067799,73,14,73,14
33917126,PMC8067804,7,6,7,6
33917140,,19,2,19,2
33917142,PMC8067812,3,2,3,2
33917145,PMC8067828,6,1,6,1
33917159,PMC8067852,179,4,179,4
33917174,PMC8067872,7,4,7,4
33917176,PMC8067882,10,2,10,2
33917181,PMC8067863,4,1,4,1
33917186,PMC8067977,6,5,6,5
33917199,PMC8068090,10,4,10,4
33917207,PMC8167648,7,1,7,1
33917224,PMC8068087,5,1,5,1
33917227,PMC8068026,76,41,76,41
33917233,PMC8067993,11,4,11,4
33917239,PMC8067960,1,1,1,1
33917253,PMC8068075,5,1,5,1
33917264,PMC8068053,11,2,11,2
33917267,,8,1,8,1
33917273,PMC8067434,5,5,5,5
33917274,PMC8167627,2,1,2,1
33917279,PMC8067411,11,1,11,1
33917282,PMC8038650,9,3,9,3
33917287,PMC8038724,15,7,15,7
33917297,PMC8067378,3,1,3,1
33917298,PMC8038719,63,1,63,1
33917314,,4,2,4,2
33917317,,5,1,5,1
33917320,PMC8067440,12,1,12,1
33917328,PMC8067369,13,3,13,3
33917333,PMC8067398,7,3,7,3
33917342,PMC8067413,12,5,12,5
33917347,PMC8067354,2,1,2,1
33917352,PMC8067363,8,1,8,1
33917368,PMC8067389,12,3,12,3
33917378,PMC8038680,5,1,5,1
33917380,PMC8067364,62,5,62,5
33917381,PMC8067427,5,2,5,2
33917385,PMC8067367,1,1,1,1
33917396,PMC8067385,5,2,5,2
33917399,PMC8038676,2,2,2,2
33917420,,5,3,5,3
33917431,PMC8038677,4,1,4,1
33917442,,6,1,6,1
33917450,PMC8067510,57,24,57,24
33917451,PMC8067514,25,1,25,1
33917456,PMC8067467,2,1,2,1
33917458,,8,2,8,2
33917464,PMC8038699,4,1,4,1
33917468,PMC8038686,64,28,64,28
33917482,PMC8038798,6,2,6,2
33917483,,14,2,14,2
33917519,PMC8038770,20,7,20,7
33917520,PMC8167716,33,24,33,24
33917526,PMC8038845,16,3,16,3
33917537,PMC8067516,14,9,14,9
33917539,,10,1,10,1
33917543,PMC8067494,4,1,4,1
33917570,PMC8067522,22,1,22,1
33917579,PMC8067471,27,7,27,7
33917592,PMC8067446,47,3,47,3
33917604,PMC8067505,7,2,7,2
33917607,,10,3,10,3
33917608,PMC8038842,60,8,60,8
33917625,PMC8067458,13,1,13,1
33917649,PMC8067988,30,2,30,2
33917673,PMC8068029,12,4,12,4
33917679,PMC8068032,1,1,1,1
33917686,PMC8167600,4,1,4,1
33917689,PMC8068069,11,1,11,1
33917696,PMC8068059,3,1,3,1
33917704,PMC8068045,3,1,3,1
33917732,PMC8068109,3,2,3,2
33917734,PMC8068133,2,2,2,2
33917757,PMC8068195,33,26,33,26
33917760,PMC8068106,7,3,7,3
33917763,PMC8068151,7,1,7,1
33917766,PMC8068179,11,5,11,5
33917769,,8,1,8,1
33917778,PMC8068182,10,2,10,2
33917781,PMC8167645,4,1,4,1
33917793,PMC8068112,10,1,10,1
33917794,PMC8068136,12,1,12,1
33917807,PMC8068141,5,1,5,1
33917810,,22,6,22,6
33917811,PMC8167595,9,3,9,3
33917849,,14,1,14,1
33917855,PMC8068246,9,3,9,3
33917866,PMC8068215,14,10,14,10
33917867,PMC8068259,79,1,79,1
33917869,PMC8068305,6,4,6,4
33917882,PMC8068268,10,8,10,8
33917884,PMC8068273,18,4,18,4
33917887,PMC8068252,12,1,12,1
33917906,PMC8068306,21,10,21,10
33917914,PMC8068290,51,16,51,16
33917915,PMC8068260,23,8,23,8
33917919,PMC8068289,7,2,7,2
33917924,PMC8068288,56,1,56,1
33917931,PMC8068373,5,1,5,1
33917953,PMC8068400,133,11,133,11
33917954,PMC8068366,5,3,5,3
33917957,,20,1,20,1
33917960,PMC8068390,17,2,17,2
33917979,PMC8068388,10,2,10,2
33917984,PMC8068392,6,3,6,3
33917985,PMC8068350,28,4,28,4
33918000,PMC8068394,4,1,4,1
33918002,,12,4,12,4
33918003,PMC8068405,4,1,4,1
33918004,PMC8068358,6,3,6,3
33918015,PMC8068351,5,1,5,1
33918018,PMC8068864,12,7,12,7
33918030,PMC8069990,5,4,5,4
33918032,PMC8070031,2,2,2,2
33918045,PMC8069549,27,22,27,22
33918050,PMC8069328,8,1,8,1
33918063,,18,6,18,6
33918078,PMC8070507,203,27,203,27
33918082,PMC8070374,2,1,2,1
33918086,PMC8070499,15,1,15,1
33918087,PMC8069343,17,3,17,3
33918092,PMC8070122,11,4,11,4
33918097,PMC8167729,11,5,11,5
33918100,PMC8069100,5,2,5,2
33918106,PMC8065807,14,8,14,8
33918143,PMC8038073,21,1,21,1
33918146,PMC8067185,25,15,25,15
33918149,PMC8065865,7,2,7,2
33918154,PMC8065760,3,1,3,1
33918158,PMC8066800,4,4,4,4
33918160,PMC8065774,60,1,60,1
33918176,,3,2,3,2
33918207,PMC8065662,9,3,9,3
33918215,PMC8066094,9,5,9,5
33918222,,18,5,18,5
33918228,PMC8066739,1,1,1,1
33918232,PMC8167563,12,5,12,5
33918235,PMC8037969,19,5,19,5
33918237,,13,3,13,3
33918248,PMC8066007,12,2,12,2
33918251,PMC8065890,22,21,22,21
33918300,,5,4,5,4
33918301,,9,2,9,2
33918307,PMC8038136,51,20,51,20
33918312,,9,2,9,2
33918339,,3,3,3,3
33918361,PMC8167745,20,11,20,11
33918375,PMC8066913,23,5,23,5
33918379,PMC8065544,2,1,2,1
33918382,PMC8067178,3,1,3,1
33918387,PMC8067228,11,2,11,2
33918389,PMC8038288,3,3,3,3
33918416,PMC8066633,3,1,3,1
33918436,,4,1,4,1
33918437,PMC8066287,12,8,12,8
33918474,PMC8065957,4,1,4,1
33918476,PMC8038292,4,1,4,1
33918477,PMC8065599,13,7,13,7
33918481,PMC8038309,1,1,1,1
33918511,PMC8038216,13,9,13,9
33918513,PMC8067205,27,3,27,3
33918527,PMC8038336,7,1,7,1
33918528,PMC8065523,12,3,12,3
33918566,PMC8070220,37,4,37,4
33918571,PMC8069617,5,2,5,2
33918595,PMC8070189,12,2,12,2
33918599,PMC8069079,22,10,22,10
33918601,PMC8069826,1,1,1,1
33918604,PMC8070399,34,8,34,8
33918615,,1,1,1,1
33918618,PMC8069596,6,4,6,4
33918625,PMC8070301,74,1,74,1
33918635,PMC8069739,3,2,3,2
33918637,PMC8068801,6,3,6,3
33918638,PMC8070437,8,2,8,2
33918641,PMC8070266,9,1,9,1
33918647,PMC8167636,3,1,3,1
33918652,PMC8069691,8,2,8,2
33918655,PMC8069569,11,1,11,1
33918657,PMC8070484,22,10,22,10
33918666,PMC8070500,11,5,11,5
33918672,PMC8069648,30,14,30,14
33918690,PMC8070561,7,6,7,6
33918691,PMC8068860,143,10,143,10
33918722,PMC8069509,7,1,7,1
33918729,PMC8070263,44,32,44,32
33918736,PMC8068842,47,6,47,6
33918740,PMC8069134,8,5,8,5
33918741,,9,1,9,1
33918746,PMC8070056,13,2,13,2
33918749,PMC8070043,6,3,6,3
33918753,PMC8069846,9,2,9,2
33918759,PMC8069300,13,9,13,9
33918762,PMC8069526,74,34,74,34
33918767,PMC8068965,18,6,18,6
33918772,PMC8069080,31,29,31,29
33918783,PMC8070432,1,1,1,1
33918787,PMC8069186,9,1,9,1
33918792,PMC8069425,32,3,32,3
33918793,PMC8068906,8,7,8,7
33918794,PMC8069545,8,2,8,2
33918801,PMC8069638,1,1,1,1
33918804,PMC8069164,12,4,12,4
33918805,PMC8070091,3,2,3,2
33918807,PMC8069486,15,5,15,5
33918813,PMC8070225,1,1,1,1
33918816,PMC8070368,3,2,3,2
33918821,PMC8069679,31,24,31,24
33918836,PMC8070105,12,7,12,7
33918850,PMC8069558,39,1,39,1
33918852,,3,1,3,1
33918859,PMC8068962,10,6,10,6
33918865,,6,5,6,5
33918871,PMC8069265,4,1,4,1
33918875,PMC8069317,5,1,5,1
33918880,PMC8068855,5,1,5,1
33918883,PMC8070386,16,4,16,4
33918884,PMC8069607,11,1,11,1
33918886,PMC8070479,7,4,7,4
33918902,PMC8069378,6,1,6,1
33918907,PMC8068836,4,2,4,2
33918916,PMC8069824,7,2,7,2
33918917,PMC8069453,4,1,4,1
33918920,PMC8069139,1,1,1,1
33918929,PMC8068944,6,2,6,2
33918934,PMC8069422,2,1,2,1
33918935,PMC8069262,5,5,5,5
33918940,PMC8069616,14,1,14,1
33918941,PMC8069998,2,2,2,2
33918955,PMC8069986,4,4,4,4
33918966,PMC8068862,3,1,3,1
33918969,PMC8069446,81,5,81,5
33918978,PMC8069650,10,3,10,3
33918979,,6,2,6,2
33918986,PMC8142989,88,5,88,5
33918992,PMC8142992,34,1,34,1
33919010,PMC8122338,13,1,13,1
33919012,PMC8122612,40,1,40,1
33919019,PMC8142988,73,2,73,2
33919025,PMC8122651,92,14,92,14
33919028,PMC8142973,43,1,43,1
33919049,PMC8122626,18,2,18,2
33919052,PMC8143077,77,6,77,6
33919053,PMC8143175,25,1,25,1
33919055,PMC8143169,82,18,82,18
33919058,PMC8122482,4,1,4,1
33919065,PMC8122484,29,13,29,13
33919066,PMC8122479,2,1,2,1
33919069,PMC8122646,47,2,47,2
33919072,PMC8143158,106,1,106,1
33919075,PMC8143099,26,1,26,1
33919078,PMC8143110,8,1,8,1
33919082,PMC8143125,130,12,130,12
33919088,PMC8122412,68,7,68,7
33919092,PMC8143083,76,4,76,4
33919096,PMC8122497,49,1,49,1
33919102,PMC8143103,36,2,36,2
33919109,PMC8143088,57,3,57,3
33919111,PMC8143133,43,2,43,2
33919121,PMC8143174,42,2,42,2
33919131,PMC8122278,8,4,8,4
33919137,PMC8122280,4,1,4,1
33919139,PMC8122585,30,1,30,1
33919141,PMC8143119,64,2,64,2
33919145,PMC8122452,68,1,68,1
33919147,PMC8122410,2,1,2,1
33919152,PMC8143118,78,1,78,1
33919156,PMC8143176,515,208,515,208
33919158,PMC8143102,118,12,118,12
33919159,PMC8143092,20,1,20,1
33919160,PMC8167631,2,1,2,1
33919162,PMC8122429,60,3,60,3
33919163,PMC8122486,305,48,305,48
33919168,PMC8143134,11,1,11,1
33919170,PMC8122645,12,1,12,1
33919173,PMC8167614,8,2,8,2
33919177,PMC8143136,37,2,37,2
33919178,PMC8122332,63,1,63,1
33919182,PMC8122608,73,3,73,3
33919190,PMC8143163,185,8,185,8
33919192,PMC8122253,69,2,69,2
33919193,PMC8143079,26,2,26,2
33919195,PMC8122636,36,5,36,5
33919202,PMC8122619,30,1,30,1
33919204,PMC8143172,87,1,87,1
33919210,PMC8122406,7,1,7,1
33919211,PMC8143145,179,13,179,13
33919212,PMC8143087,32,1,32,1
33919213,PMC8143142,33,1,33,1
33919218,PMC8122383,13,3,13,3
33919221,PMC8122347,40,1,40,1
33919223,PMC8143165,62,2,62,2
33919224,PMC8122671,14,5,14,5
33919228,PMC8122623,9,5,9,5
33919233,PMC8122249,89,2,89,2
33919234,PMC8122545,9,2,9,2
33919241,PMC8122456,60,35,60,35
33919245,PMC8122276,4,1,4,1
33919246,PMC8122466,6,2,6,2
33919252,PMC8143115,56,4,56,4
33919260,PMC8122597,27,1,27,1
33919261,PMC8122340,87,6,87,6
33919271,PMC8143323,43,11,43,11
33919273,PMC8143316,314,57,314,57
33919277,PMC8122581,20,2,20,2
33919281,PMC8143279,12,2,12,2
33919295,PMC8122256,91,4,91,4
33919301,PMC8122673,2,2,2,2
33919302,PMC8143298,93,10,93,10
33919306,PMC8122504,34,5,34,5
33919308,PMC8122617,80,5,80,5
33919327,PMC8122442,6,1,6,1
33919331,PMC8143342,63,8,63,8
33919332,PMC8122605,10,1,10,1
33919338,PMC8122402,75,15,75,15
33919346,PMC8143286,28,2,28,2
33919349,PMC8122443,64,1,64,1
33919365,PMC8122640,6,2,6,2
33919366,PMC8143371,82,18,82,18
33919368,PMC8122649,104,5,104,5
33919373,PMC8122583,34,1,34,1
33919375,PMC8143339,104,3,104,3
33919377,PMC8143357,74,1,74,1
33919378,PMC8143365,78,7,78,7
33919387,PMC8122433,49,1,49,1
33919390,PMC8143287,50,2,50,2
33919392,PMC8122252,180,30,180,30
33919397,PMC8143356,42,1,42,1
33919398,PMC8143285,52,1,52,1
33919399,PMC8122529,142,10,142,10
33919406,PMC8122684,31,3,31,3
33919410,PMC8143321,96,33,96,33
33919415,PMC8143281,44,1,44,1
33919418,PMC8143326,29,2,29,2
33919420,PMC8122392,50,1,50,1
33919431,PMC8122459,54,37,54,37
33919432,PMC8122660,32,3,32,3
33919434,PMC8122427,49,1,49,1
33919439,PMC8122337,64,18,64,18
33919443,PMC8122620,10,1,10,1
33919446,PMC8122261,71,8,71,8
33919448,PMC8122634,43,2,43,2
33919449,PMC8122527,78,6,78,6
33919450,PMC8143517,168,11,168,11
33919453,PMC8122506,95,35,95,35
33919460,PMC8143538,79,1,79,1
33919468,PMC8122524,42,3,42,3
33919485,PMC8073517,20,6,20,6
33919494,PMC8072725,1,1,1,1
33919501,PMC8073682,1,1,1,1
33919502,PMC8072706,9,2,9,2
33919512,PMC8074087,6,2,6,2
33919517,PMC8073377,13,8,13,8
33919522,PMC8073710,23,6,23,6
33919527,PMC8073847,4,1,4,1
33919531,PMC8073699,8,4,8,4
33919542,PMC8074135,35,10,35,10
33919545,PMC8072883,2,1,2,1
33919546,PMC8072550,94,50,94,50
33919561,PMC8073929,3,2,3,2
33919570,PMC8072916,2,1,2,1
33919576,PMC8073859,7,1,7,1
33919588,PMC8073495,4,2,4,2
33919591,PMC8073690,7,2,7,2
33919598,PMC8073563,3,2,3,2
33919631,PMC8073155,3,1,3,1
33919637,PMC8074145,14,9,14,9
33919640,PMC8072528,4,1,4,1
33919653,PMC8074041,14,1,14,1
33919657,PMC8073943,60,8,60,8
33919658,PMC8072644,19,19,19,19
33919666,PMC8069767,1,1,1,1
33919674,PMC8069818,23,14,23,14
33919676,,2,2,2,2
33919677,PMC8070656,6,1,6,1
33919694,PMC8069805,3,1,3,1
33919706,PMC8070685,6,2,6,2
33919707,PMC8070745,2,1,2,1
33919712,PMC8070695,21,3,21,3
33919716,PMC8070666,11,3,11,3
33919725,,7,4,7,4
33919731,PMC8070690,66,3,66,3
33919736,PMC8070743,2,2,2,2
33919737,PMC8070701,4,1,4,1
33919746,PMC8070749,46,1,46,1
33919748,PMC8070748,4,3,4,3
33919753,PMC8070719,3,1,3,1
33919759,PMC8070740,17,4,17,4
33919775,PMC8070706,16,3,16,3
33919776,PMC8070687,5,1,5,1
33919780,PMC8167770,166,63,166,63
33919790,,14,1,14,1
33919796,PMC8070792,55,2,55,2
33919802,PMC8070804,71,1,71,1
33919809,PMC8070753,8,2,8,2
33919822,PMC8070752,49,4,49,4
33919826,PMC8070786,42,12,42,12
33919827,PMC8070801,2,2,2,2
33919829,PMC8070794,8,3,8,3
33919841,,23,1,23,1
33919842,,17,8,17,8
33919843,PMC8070814,20,10,20,10
33919846,PMC8070820,15,9,15,9
33919851,PMC8070788,22,2,22,2
33919855,PMC8070796,4,2,4,2
33919858,PMC8070766,3,1,3,1
33919872,PMC8103519,70,10,70,10
33919889,PMC8070943,5,1,5,1
33919895,PMC8070907,30,4,30,4
33919902,PMC8070967,9,1,9,1
33919909,PMC8070894,1,1,1,1
33919915,PMC8070916,4,1,4,1
33919916,,5,1,5,1
33919917,PMC8070945,17,9,17,9
33919924,PMC8070938,1,1,1,1
33919926,PMC8070968,69,1,69,1
33919933,PMC8070948,21,1,21,1
33919940,PMC8070906,107,11,107,11
33919941,PMC8070924,43,11,43,11
33919943,PMC8070936,16,2,16,2
33919951,PMC8070955,10,10,10,10
33919952,PMC8070899,33,12,33,12
33919968,PMC8070954,21,16,21,16
33919972,PMC8070923,115,12,115,12
33919975,PMC8070942,42,6,42,6
33919984,PMC8071038,2,1,2,1
33919990,,13,5,13,5
33919991,,9,2,9,2
33919998,PMC8071001,36,12,36,12
33920015,PMC8071044,32,14,32,14
33920019,PMC8071052,20,4,20,4
33920024,PMC8071054,11,2,11,2
33920029,PMC8070990,11,6,11,6
33920030,PMC8071034,212,53,212,53
33920037,PMC8071059,37,7,37,7
33920046,PMC8071018,45,2,45,2
33920048,PMC8071021,28,18,28,18
33920049,PMC8071004,8,2,8,2
33920051,PMC8071050,13,3,13,3
33920054,PMC8071039,36,24,36,24
33920065,PMC8068784,1,1,1,1
33920079,PMC8070467,12,2,12,2
33920080,,10,2,10,2
33920089,PMC8070196,11,5,11,5
33920090,PMC8070562,10,6,10,6
33920100,PMC8069096,14,4,14,4
33920115,PMC8070181,7,1,7,1
33920121,PMC8069060,6,2,6,2
33920130,PMC8069639,9,1,9,1
33920131,PMC8069899,2,2,2,2
33920138,PMC8069371,21,2,21,2
33920140,PMC8070209,20,2,20,2
33920160,PMC8070048,24,6,24,6
33920167,PMC8070206,4,1,4,1
33920168,PMC8070345,4,1,4,1
33920176,PMC8070454,4,1,4,1
33920182,PMC8070103,193,45,193,45
33920184,PMC8069523,8,2,8,2
33920193,PMC8069118,4,1,4,1
33920198,PMC8069997,11,2,11,2
33920212,PMC8070416,18,3,18,3
33920217,PMC8069229,17,1,17,1
33920218,PMC8070556,3,1,3,1
33920220,PMC8068816,128,45,128,45
33920224,PMC8167553,25,4,25,4
33920227,PMC8070512,3,1,3,1
33920230,PMC8069188,23,3,23,3
33920242,PMC8070589,79,1,79,1
33920244,PMC8068923,6,2,6,2
33920263,PMC8069576,4,2,4,2
33920278,PMC8069026,9,3,9,3
33920284,PMC8068966,19,7,19,7
33920292,PMC8069049,2,2,2,2
33920299,PMC8167546,15,3,15,3
33920305,PMC8069315,9,2,9,2
33920315,PMC8069948,18,5,18,5
33920318,PMC8069952,27,4,27,4
33920324,PMC8069246,9,1,9,1
33920327,,4,1,4,1
33920336,PMC8070602,8,2,8,2
33920345,PMC8070135,5,1,5,1
33920370,PMC8069481,1,1,1,1
33920379,PMC8069048,15,4,15,4
33920381,PMC8069736,12,7,12,7
33920391,,2,1,2,1
33920399,,8,1,8,1
33920401,PMC8069891,11,4,11,4
33920405,PMC8070146,3,1,3,1
33920416,,3,1,3,1
33920418,PMC8069469,10,1,10,1
33920428,PMC8069594,4,3,4,3
33920429,PMC8069624,4,1,4,1
33920430,PMC8070175,3,1,3,1
33920431,PMC8069855,21,4,21,4
33920438,PMC8069835,3,3,3,3
33920446,PMC8070654,6,1,6,1
33920450,PMC8167567,10,6,10,6
33920453,PMC8069007,53,2,53,2
33920454,PMC8069418,9,3,9,3
33920458,PMC8070382,4,1,4,1
33920459,PMC8069744,127,1,127,1
33920460,PMC8069460,15,12,15,12
33920468,PMC8070615,10,7,10,7
33920472,PMC8068953,8,6,8,6
33920473,PMC8069226,7,1,7,1
33920484,PMC8069832,9,2,9,2
33920491,,8,1,8,1
33920494,,18,2,18,2
33920505,PMC8074115,10,5,10,5
33920506,PMC8072616,35,19,35,19
33920534,PMC8072896,565,95,565,95
33920542,PMC8073773,79,7,79,7
33920544,PMC8073519,13,1,13,1
33920560,PMC8072992,13,3,13,3
33920562,PMC8073588,17,1,17,1
33920566,PMC8073083,3,3,3,3
33920569,PMC8073510,4,1,4,1
33920577,PMC8072611,16,9,16,9
33920582,PMC8073397,21,1,21,1
33920587,PMC8073160,95,44,95,44
33920604,PMC8073853,143,6,143,6
33920605,PMC8073860,47,12,47,12
33920608,PMC8073830,8,2,8,2
33920609,PMC8074039,39,13,39,13
33920624,PMC8074069,20,3,20,3
33920628,PMC8074132,75,24,75,24
33920630,PMC8073670,32,21,32,21
33920631,PMC8073120,47,10,47,10
33920641,PMC8073550,14,3,14,3
33920644,PMC8072704,20,1,20,1
33920650,PMC8074161,84,28,84,28
33920653,PMC8073222,11,8,11,8
33920660,PMC8072781,2,1,2,1
33920661,PMC8072969,2,1,2,1
33920662,PMC8073528,8,5,8,5
33920670,PMC8073183,25,5,25,5
33920672,PMC8167547,3,2,3,2
33920673,PMC8072869,64,19,64,19
33920678,PMC8073358,18,2,18,2
33920680,PMC8073981,56,11,56,11
33920683,PMC8073051,11,2,11,2
33920685,PMC8073313,5,1,5,1
33920695,PMC8072750,2,2,2,2
33920699,PMC8073765,7,2,7,2
33920708,PMC8073634,27,8,27,8
33920712,PMC8073757,18,7,18,7
33920718,PMC8073468,24,6,24,6
33920735,,6,4,6,4
33920738,PMC8072928,6,5,6,5
33920750,PMC8071123,39,1,39,1
33920763,PMC8071128,5,1,5,1
33920776,PMC8071112,1,1,1,1
33920782,,9,5,9,5
33920786,PMC8071155,161,8,161,8
33920789,PMC8071157,10,4,10,4
33920793,PMC8071200,8,1,8,1
33920796,PMC8071180,15,6,15,6
33920802,PMC8071122,42,7,42,7
33920813,PMC8071197,2,2,2,2
33920817,PMC8071135,92,9,92,9
33920819,PMC8071174,11,3,11,3
33920824,PMC8071167,2,1,2,1
33920834,PMC8071165,18,2,18,2
33920835,PMC8071136,7,1,7,1
33920840,PMC8071188,18,3,18,3
33920847,PMC8071181,6,2,6,2
33920848,PMC8071183,5,1,5,1
33920853,PMC8071307,80,45,80,45
33920854,PMC8071303,9,1,9,1
33920887,PMC8071327,34,14,34,14
33920891,PMC8071288,16,5,16,5
33920906,PMC8071270,25,16,25,16
33920907,PMC8167570,4,2,4,2
33920915,PMC8071227,124,12,124,12
33920918,PMC8077938,3,2,3,2
33920930,PMC8071230,8,4,8,4
33920936,PMC8071291,47,1,47,1
33920938,PMC8071282,2,1,2,1
33920941,PMC8071328,79,9,79,9
33920948,PMC8071275,10,3,10,3
33920954,PMC8071274,17,10,17,10
33920975,PMC8071249,114,3,114,3
33920978,PMC8071331,15,5,15,5
33920979,PMC8071269,19,1,19,1
33920983,PMC8071330,22,8,22,8
33920986,PMC8071232,24,3,24,3
33920990,PMC8071415,44,25,44,25
33920993,PMC8071467,103,6,103,6
33920999,PMC8071407,6,3,6,3
33921014,PMC8071393,6,1,6,1
33921022,PMC8071436,37,13,37,13
33921027,PMC8071427,157,29,157,29
33921028,PMC8103517,6,3,6,3
33921029,PMC8071445,33,20,33,20
33921042,PMC8071409,14,3,14,3
33921049,PMC8071421,103,1,103,1
33921050,PMC8071397,89,17,89,17
33921053,PMC8071362,21,8,21,8
33921056,PMC8071387,10,1,10,1
33921064,PMC8071466,49,9,49,9
33921066,PMC8071449,27,6,27,6
33921074,PMC8071379,3,1,3,1
33921083,PMC8071450,2,2,2,2
33921099,PMC8071410,4,2,4,2
33921102,PMC8071414,30,3,30,3
33921106,PMC8071454,13,5,13,5
33921113,PMC8071483,77,3,77,3
33921122,PMC8071541,109,9,109,9
33921128,PMC8071514,80,28,80,28
33921146,PMC8071500,44,44,44,44
33921165,PMC8071550,4,2,4,2
33921167,PMC8071554,6,2,6,2
33921168,PMC8071517,37,9,37,9
33921174,PMC8071526,32,5,32,5
33921181,PMC8071559,138,20,138,20
33921189,PMC8071556,3,1,3,1
33921192,,42,25,42,25
33921194,PMC8069756,7,1,7,1
33921209,PMC8069329,152,111,152,111
33921222,PMC8068793,10,5,10,5
33921227,PMC8069972,10,1,10,1
33921231,,9,2,9,2
33921237,PMC8070470,12,3,12,3
33921241,PMC8070381,48,1,48,1
33921245,PMC8068874,3,1,3,1
33921254,,1,1,1,1
33921255,PMC8069745,8,6,8,6
33921262,PMC8069107,69,6,69,6
33921267,,21,2,21,2
33921279,PMC8069386,22,2,22,2
33921282,PMC8069637,52,37,52,37
33921283,PMC8069050,11,4,11,4
33921292,PMC8070534,1,1,1,1
33921294,PMC8068946,74,1,74,1
33921301,PMC8069236,5,2,5,2
33921304,PMC8070162,68,6,68,6
33921306,PMC8070212,6,2,6,2
33921329,PMC8069212,17,6,17,6
33921337,PMC8069919,64,3,64,3
33921346,PMC8070094,23,2,23,2
33921347,PMC8070423,1,1,1,1
33921348,PMC8068787,185,22,185,22
33921350,PMC8068897,3,1,3,1
33921351,PMC8068854,25,2,25,2
33921354,PMC8070021,14,8,14,8
33921358,PMC8069562,10,1,10,1
33921361,PMC8069327,19,1,19,1
33921365,PMC8069983,25,3,25,3
33921367,PMC8068983,8,1,8,1
33921370,PMC8068902,25,2,25,2
33921371,PMC8070342,243,38,243,38
33921372,PMC8069848,10,1,10,1
33921374,PMC8069865,4,2,4,2
33921376,PMC8167596,67,21,67,21
33921378,PMC8069104,11,3,11,3
33921382,,1,1,1,1
33921386,PMC8069704,29,8,29,8
33921387,PMC8069892,1,1,1,1
33921388,PMC8069609,23,7,23,7
33921398,PMC8069032,31,6,31,6
33921403,PMC8070082,2,1,2,1
33921406,PMC8069618,4,1,4,1
33921415,PMC8070603,13,5,13,5
33921416,PMC8070128,3,3,3,3
33921417,PMC8069718,55,3,55,3
33921425,PMC8069373,17,15,17,15
33921427,PMC8069496,15,10,15,10
33921429,PMC8069858,12,3,12,3
33921430,PMC8068893,32,12,32,12
33921433,PMC8069722,16,4,16,4
33921435,PMC8069362,38,24,38,24
33921443,PMC8068848,1,1,1,1
33921446,PMC8070525,95,13,95,13
33921450,PMC8069541,24,1,24,1
33921452,PMC8070161,16,9,16,9
33921456,PMC8069276,11,1,11,1
33921461,PMC8069033,18,6,18,6
33921462,PMC8070158,1,1,1,1
