pmid,pmcid,indra_evidences,indra_evidences_entity_constraint,indra_statements,indra_statements_entity_constraint
34635631,PMC8522524,28,2,28,2
34635632,PMC8518510,38,14,38,14
34635635,PMC8505428,15,3,15,3
34635636,PMC8505401,8,3,8,3
34635643,PMC8505515,253,67,253,67
34635677,PMC8505647,5,2,5,2
34635682,PMC8505522,135,2,135,2
34635729,PMC8505412,22,5,22,5
34635731,PMC8505398,2,2,2,2
34635772,PMC8505418,16,5,16,5
34635781,PMC8568946,27,12,27,12
34635782,PMC8505486,2,1,2,1
34635784,,6,3,6,3
34635799,,4,1,4,1
34635801,,2,1,2,1
34635802,PMC8674235,1,1,1,1
34635815,,1,1,1,1
34635862,PMC8501401,62,2,62,2
34635898,,3,1,3,1
34635911,,1,1,1,1
34635923,,8,3,8,3
34635932,,1,1,1,1
34635982,,10,5,10,5
34635984,,2,2,2,2
34635990,PMC8505218,12,2,12,2
34635998,,1,1,1,1
34636046,,5,4,5,4
34636053,,7,3,7,3
34636072,,3,1,3,1
34636079,,1,1,1,1
34636128,,1,1,1,1
34636155,,1,1,1,1
34636164,,7,3,7,3
34636179,PMC8589380,2,2,2,2
34636182,PMC8607445,22,1,22,1
34636194,,12,7,12,7
34636211,,6,1,6,1
34636230,,1,1,1,1
34636246,PMC8524964,44,3,44,3
34636283,,1,1,1,1
34636290,,1,1,1,1
34636295,,5,3,5,3
34636300,,3,1,3,1
34636301,,1,1,1,1
34636311,,4,2,4,2
34636317,,3,1,3,1
34636386,,1,1,1,1
34636387,PMC8511509,7,3,7,3
34636397,,9,3,9,3
34636403,,5,3,5,3
34636432,,10,2,10,2
34636446,PMC8661981,22,4,22,4
34636477,PMC8606204,20,1,20,1
34636484,,2,1,2,1
34636497,,2,1,2,1
34636498,PMC8652675,78,7,78,7
34636572,,1,1,1,1
34636601,PMC8517697,2,2,2,2
34636628,PMC8804768,1,1,1,1
34636645,,3,1,3,1
34636650,,10,4,10,4
34636652,,9,5,9,5
34636668,PMC8510539,1,1,1,1
34636707,PMC8812782,4,2,4,2
34636713,,2,2,2,2
34636722,PMC8545397,72,2,72,2
34636746,,1,1,1,1
34636776,,8,4,8,4
34636812,,4,1,4,1
34636818,,2,1,2,1
34636880,,1,1,1,1
34636899,PMC8851952,2,1,2,1
34636950,PMC8507361,2,1,2,1
34636961,PMC8507512,151,23,151,23
34636987,PMC8854280,3,3,3,3
34636989,PMC8558229,38,13,38,13
34636990,PMC8506476,141,57,141,57
34636991,PMC8752530,74,2,74,2
34637002,,1,1,1,1
34637019,PMC8506475,31,1,31,1
34637035,PMC8511192,43,4,43,4
34637036,,5,3,5,3
34637050,,3,1,3,1
34637073,PMC8507356,14,2,14,2
34637086,,2,1,2,1
34637090,PMC8891412,9,6,9,6
34637096,PMC8505470,56,2,56,2
34637097,,1,1,1,1
34637103,PMC8505784,99,16,99,16
34637107,,3,3,3,3
34637160,,4,1,4,1
34637170,PMC8646536,29,2,29,2
34637194,,1,1,1,1
34637209,,5,4,5,4
34637263,,2,1,2,1
34637270,,14,1,14,1
34637275,,3,1,3,1
34637298,,1,1,1,1
34637317,,6,6,6,6
34637318,,2,2,2,2
34637323,,1,1,1,1
34637362,,2,2,2,2
34637377,PMC8714203,3,2,3,2
34637384,,2,2,2,2
34637400,PMC8631601,10,1,10,1
34637412,,4,2,4,2
34637487,PMC8535176,123,31,123,31
34637509,,2,2,2,2
34637549,PMC8667653,90,3,90,3
34637551,,1,1,1,1
34637558,,1,1,1,1
34637598,,4,4,4,4
34637646,,1,1,1,1
34637655,PMC8510699,10,1,10,1
34637680,,2,2,2,2
34637683,PMC8565819,46,5,46,5
34637688,PMC8806973,10,1,10,1
34637694,,5,1,5,1
34637701,PMC8556359,9,1,9,1
34637703,,1,1,1,1
34637754,PMC8604784,3,3,3,3
34637756,PMC8758407,3,2,3,2
34637757,,1,1,1,1
34637763,,5,3,5,3
34637779,PMC8595704,3,1,3,1
34637788,PMC8561000,10,3,10,3
34637789,PMC8564733,19,7,19,7
34637790,PMC8571081,11,1,11,1
34637793,,11,5,11,5
34637797,,6,4,6,4
34637808,,14,4,14,4
34637815,,12,8,12,8
34637823,,1,1,1,1
34637825,,25,13,25,13
34637833,,1,1,1,1
34637843,,14,5,14,5
34637844,,2,1,2,1
34637845,,9,1,9,1
34637846,PMC8502079,8,1,8,1
34637854,,2,2,2,2
34637856,PMC8572151,3,1,3,1
34637870,,1,1,1,1
34637889,,3,3,3,3
34637891,,4,4,4,4
34637895,,3,2,3,2
34637913,,1,1,1,1
34637921,,8,5,8,5
34637946,,2,1,2,1
34637964,,9,5,9,5
34638016,PMC8660054,9,1,9,1
34638030,,8,2,8,2
34638032,,18,1,18,1
34638033,,5,5,5,5
34638040,,1,1,1,1
34638045,,3,3,3,3
34638075,,9,8,9,8
34638115,,1,1,1,1
34638131,,1,1,1,1
34638172,PMC8510869,9,1,9,1
34638216,,6,2,6,2
34638219,,4,4,4,4
34638232,PMC8507556,1,1,1,1
34638239,PMC8507548,1,1,1,1
34638243,PMC8507531,62,7,62,7
34638245,PMC8507536,26,4,26,4
34638251,PMC8507524,3,3,3,3
34638252,PMC8507542,6,2,6,2
34638256,PMC8507678,57,2,57,2
34638259,PMC8507550,1,1,1,1
34638266,PMC8508280,6,4,6,4
34638271,PMC8507631,57,22,57,22
34638280,PMC8508465,5,1,5,1
34638281,PMC8508330,4,3,4,3
34638283,PMC8507966,473,33,473,33
34638338,PMC8508518,4,4,4,4
34638339,PMC8508313,8,3,8,3
34638347,PMC8507927,118,22,118,22
34638355,PMC8508448,1,1,1,1
34638357,PMC8508032,1,1,1,1
34638383,PMC8507934,12,8,12,8
34638386,PMC8508543,8,2,8,2
34638387,PMC8508234,37,2,37,2
34638389,PMC8508045,2,2,2,2
34638397,PMC8508267,83,7,83,7
34638414,PMC8508025,3,2,3,2
34638417,PMC8508071,7,4,7,4
34638419,PMC8508116,9,5,9,5
34638423,PMC8508380,10,1,10,1
34638434,PMC8507731,5,1,5,1
34638436,PMC8508472,2,1,2,1
34638439,PMC8507839,8,6,8,6
34638451,PMC8507680,10,1,10,1
34638462,PMC8508369,100,9,100,9
34638465,PMC8508319,4,1,4,1
34638469,PMC8507690,172,56,172,56
34638484,PMC8508266,3,1,3,1
34638488,PMC8508021,8,3,8,3
34638496,PMC8507667,9,6,9,6
34638503,PMC8508526,2,2,2,2
34638508,PMC8508075,4,2,4,2
34638509,PMC8507926,9,2,9,2
34638511,PMC8508133,2,2,2,2
34638515,PMC8507885,1,1,1,1
34638523,PMC8507803,283,67,283,67
34638524,PMC8508560,84,6,84,6
34638529,PMC8508601,6,3,6,3
34638535,PMC8507973,54,8,54,8
34638539,PMC8508132,194,28,194,28
34638540,PMC8508381,6,3,6,3
34638541,PMC8508663,173,22,173,22
34638542,PMC8508006,5,3,5,3
34638543,PMC8508442,4,4,4,4
34638544,PMC8508144,1,1,1,1
34638546,PMC8508766,3,2,3,2
34638547,PMC8508694,1,1,1,1
34638548,PMC8508511,6,2,6,2
34638549,PMC8508209,10,2,10,2
34638550,PMC8508661,9,1,9,1
34638561,PMC8508374,148,59,148,59
34638566,PMC8508776,4,3,4,3
34638568,PMC8508203,183,36,183,36
34638572,PMC8508836,12,3,12,3
34638573,PMC8508710,2,2,2,2
34638577,PMC8508930,2,1,2,1
34638579,PMC8549710,3,3,3,3
34638586,PMC8549703,11,6,11,6
34638587,PMC8508899,151,26,151,26
34638597,PMC8508845,16,5,16,5
34638599,PMC8508417,3,1,3,1
34638604,PMC8508751,134,6,134,6
34638611,PMC8508604,2,1,2,1
34638621,PMC8508901,1,1,1,1
34638625,PMC8508608,3,2,3,2
34638626,PMC8508979,5,5,5,5
34638627,PMC8508897,55,3,55,3
34638630,PMC8508602,15,2,15,2
34638633,PMC8509015,7,6,7,6
34638645,PMC8508891,1,1,1,1
34638657,PMC8508927,99,6,99,6
34638659,PMC8508759,640,109,640,109
34638660,PMC8508934,146,13,146,13
34638673,PMC8508893,87,11,87,11
34638676,PMC8509075,5,1,5,1
34638677,PMC8508986,3,2,3,2
34638679,PMC8508763,8,2,8,2
34638681,PMC8508936,2,2,2,2
34638687,PMC8508709,36,3,36,3
34638697,PMC8508726,5,4,5,4
34638698,PMC8508859,123,14,123,14
34638702,PMC8509010,4,2,4,2
34638706,PMC8508995,2,2,2,2
34638710,PMC8508806,1,1,1,1
34638712,PMC8508902,8,1,8,1
34638724,PMC8508808,312,22,312,22
34638729,PMC8508743,1,1,1,1
34638731,PMC8508858,1,1,1,1
34638736,PMC8508938,1,1,1,1
34638749,PMC8508917,7,2,7,2
34638751,PMC8508696,220,23,220,23
34638754,PMC8508883,2,1,2,1
34638755,PMC8508985,6,4,6,4
34638757,PMC8508735,8,4,8,4
34638761,PMC8508655,217,65,217,65
34638768,PMC8508700,6,1,6,1
34638782,PMC8508943,3,2,3,2
34638783,PMC8508673,2,1,2,1
34638784,PMC8508631,2,1,2,1
34638785,PMC8508788,47,20,47,20
34638788,PMC8508746,1,1,1,1
34638790,PMC8509020,258,21,258,21
34638791,PMC8508960,2,1,2,1
34638794,PMC8509053,3,1,3,1
34638796,PMC8508850,5,2,5,2
34638803,PMC8508731,1,1,1,1
34638806,PMC8508952,4,4,4,4
34638812,PMC8509011,55,2,55,2
34638814,PMC8508685,1,1,1,1
34638820,PMC8509051,7,1,7,1
34638827,PMC8508987,9,2,9,2
34638832,PMC8508626,2,1,2,1
34638835,PMC8508981,12,2,12,2
34638838,PMC8509039,101,12,101,12
34638851,PMC8509077,100,17,100,17
34638852,PMC8508869,11,4,11,4
34638853,PMC8508757,10,2,10,2
34638857,PMC8508672,6,2,6,2
34638858,PMC8508992,6,4,6,4
34638859,PMC8508810,157,11,157,11
34638860,PMC8508791,144,4,144,4
34638863,PMC8508870,109,4,109,4
34638867,PMC8509054,113,2,113,2
34638869,PMC8508887,2,2,2,2
34638882,PMC8508820,8,1,8,1
34638884,PMC8508775,6,3,6,3
34638886,PMC8508635,518,112,518,112
34638891,PMC8508868,63,7,63,7
34638897,PMC8509048,224,26,224,26
34638898,PMC8508620,13,9,13,9
34638916,PMC8508717,191,19,191,19
34638919,PMC8509038,5,2,5,2
34638920,PMC8508825,341,35,341,35
34638921,PMC8508828,1,1,1,1
34638922,PMC8508745,1,1,1,1
34638924,PMC8508866,527,159,527,159
34638926,PMC8508595,1,1,1,1
34638935,PMC8508687,144,10,144,10
34638940,PMC8508714,1,1,1,1
34638941,PMC8508959,291,5,291,5
34638943,PMC8508693,3,1,3,1
34638947,PMC8508756,6,5,6,5
34638950,PMC8508606,111,90,111,90
34638951,PMC8508669,5,1,5,1
34638955,PMC8508615,1,1,1,1
34638956,PMC8508935,3,1,3,1
34638957,PMC8508632,7,2,7,2
34638958,PMC8508843,3,3,3,3
34638959,PMC8508967,25,23,25,23
34638962,PMC8509061,5,1,5,1
34638972,PMC8508754,4,3,4,3
34638977,PMC8508964,17,16,17,16
34638978,PMC8508926,20,1,20,1
34638983,PMC8508973,9,4,9,4
34638984,PMC8508740,1,1,1,1
34638987,PMC8508933,1,1,1,1
34638998,PMC8508829,5,1,5,1
34638999,PMC8508649,4,2,4,2
34639001,PMC8509070,406,108,406,108
34639002,PMC8508772,4,2,4,2
34639004,PMC8508742,1,1,1,1
34639005,PMC8508945,1,1,1,1
34639006,PMC8509002,11,4,11,4
34639009,PMC8508698,127,16,127,16
34639011,PMC8508953,10,1,10,1
34639012,PMC8508838,3,3,3,3
34639013,PMC8509023,5,1,5,1
34639019,PMC8509148,93,4,93,4
34639024,PMC8509022,5,1,5,1
34639026,PMC8508837,20,15,20,15
34639032,PMC8509403,4,2,4,2
34639038,PMC8509056,1,1,1,1
34639045,PMC8509573,1,1,1,1
34639054,,3,2,3,2
34639055,,4,4,4,4
34639062,PMC8509131,323,74,323,74
34639063,PMC8509725,14,4,14,4
34639067,,8,4,8,4
34639071,PMC8509568,8,1,8,1
34639072,PMC8509727,11,7,11,7
34639073,PMC8509397,118,33,118,33
34639092,PMC8509675,2,2,2,2
34639094,PMC8509237,3,1,3,1
34639100,,1,1,1,1
34639103,PMC8509532,28,4,28,4
34639107,PMC8509245,6,4,6,4
34639115,PMC8509620,17,5,17,5
34639118,PMC8509150,1,1,1,1
34639126,PMC8509202,8,3,8,3
34639132,PMC8509779,174,58,174,58
34639136,PMC8509185,6,3,6,3
34639146,,2,1,2,1
34639150,PMC8509153,259,27,259,27
34639151,PMC8509277,1,1,1,1
34639154,PMC8509509,8,5,8,5
34639157,,3,1,3,1
34639162,,1,1,1,1
34639167,PMC8509218,301,118,301,118
34639181,PMC8509755,6,3,6,3
34639188,PMC8509384,2,1,2,1
34639191,PMC8509287,250,12,250,12
34639197,PMC8509749,15,10,15,10
34639207,PMC8509295,7,4,7,4
34639211,,4,3,4,3
34639220,PMC8509557,1,1,1,1
34639224,,1,1,1,1
34639232,PMC8509385,4,1,4,1
34639233,,2,1,2,1
34639236,PMC8509499,6,1,6,1
34639267,PMC8508218,2,2,2,2
34639280,PMC8508351,19,1,19,1
34639342,PMC8508237,99,1,99,1
34639368,PMC8507665,14,1,14,1
34639393,PMC8508331,54,6,54,6
34639416,PMC8508333,110,15,110,15
34639491,PMC8508023,19,7,19,7
34639569,PMC8507774,28,2,28,2
34639629,PMC8508386,47,2,47,2
34639631,PMC8507826,22,2,22,2
34639632,PMC8507890,1,1,1,1
34639636,PMC8508072,22,3,22,3
34639637,PMC8508302,12,1,12,1
34639647,PMC8508356,8,1,8,1
34639662,PMC8507899,21,2,21,2
34639667,PMC8507652,28,1,28,1
34639683,PMC8507961,4,1,4,1
34639728,PMC8508126,4,4,4,4
34639738,PMC8508534,27,1,27,1
34639775,PMC8508397,1,1,1,1
34639784,PMC8507883,3,1,3,1
34639900,,6,6,6,6
34640002,,1,1,1,1
34640049,PMC8510040,1,1,1,1
34640064,PMC8510170,2,1,2,1
34640069,PMC8510162,1,1,1,1
34640102,PMC8510346,2,2,2,2
34640114,PMC8510051,1,1,1,1
34640170,PMC8510404,10,2,10,2
34640185,PMC8510499,4,3,4,3
34640204,PMC8510263,1,1,1,1
34640210,PMC8510301,1,1,1,1
34640218,PMC8510139,1,1,1,1
34640220,PMC8510014,5,4,5,4
34640238,PMC8510104,70,7,70,7
34640296,PMC8510432,2,1,2,1
34640298,PMC8510250,1,1,1,1
34640315,,1,1,1,1
34640378,PMC8509560,5,1,5,1
34640448,,2,2,2,2
34640455,,1,1,1,1
34640466,PMC8509126,74,9,74,9
34640514,PMC8509240,2,2,2,2
34640541,PMC8509251,1,1,1,1
34640553,PMC8509181,41,15,41,15
34640581,,1,1,1,1
34640589,PMC8509139,2,1,2,1
34640590,PMC8509206,76,21,76,21
34640660,PMC8512418,141,35,141,35
34640761,PMC8512763,1,1,1,1
34640800,PMC8512826,4,1,4,1
34640904,PMC8512891,90,40,90,40
34640969,PMC8512266,133,2,133,2
34640996,PMC8512045,2,2,2,2
34641012,PMC8512175,24,3,24,3
34641030,PMC8512657,1,1,1,1
34641056,PMC8512685,127,2,127,2
34641060,PMC8512864,1,1,1,1
34641067,PMC8512566,61,1,61,1
34641071,PMC8512059,106,22,106,22
34641073,PMC8511993,23,1,23,1
34641082,PMC8512808,77,5,77,5
34641102,PMC8512240,1,1,1,1
34641110,PMC8512492,40,7,40,7
34641119,PMC8512406,36,1,36,1
34641132,PMC8513002,2,2,2,2
34641134,PMC8513063,1,1,1,1
34641137,PMC8513057,294,19,294,19
34641143,PMC8512347,1,1,1,1
34641147,PMC8512445,1,1,1,1
34641155,PMC8512300,5,4,5,4
34641172,PMC8512062,13,7,13,7
34641173,PMC8512017,3,3,3,3
34641200,PMC8512357,5,5,5,5
34641210,PMC8513068,218,2,218,2
34641217,PMC8512715,3,2,3,2
34641224,PMC8512415,47,11,47,11
34641242,PMC8512014,2,1,2,1
34641244,PMC8512021,2,2,2,2
34641274,PMC8510483,2,1,2,1
34641275,PMC8510402,1,1,1,1
34641278,PMC8510275,11,7,11,7
34641282,PMC8510065,1,1,1,1
34641284,PMC8510153,4,4,4,4
34641286,PMC8510077,7,6,7,6
34641291,PMC8510277,7,4,7,4
34641295,PMC8510138,1,1,1,1
34641301,PMC8510068,2,2,2,2
34641311,PMC8510368,1,1,1,1
34641332,PMC8510243,9,1,9,1
34641337,PMC8510097,18,3,18,3
34641344,PMC8510114,61,7,61,7
34641348,PMC8510228,271,50,271,50
34641352,PMC8510439,2,1,2,1
34641354,PMC8510450,6,4,6,4
34641358,PMC8510055,3,1,3,1
34641374,PMC8510208,2,1,2,1
34641376,PMC8510361,47,14,47,14
34641380,PMC8512072,8,5,8,5
34641388,PMC8510437,87,7,87,7
34641390,PMC8510359,4,3,4,3
34641391,PMC8510272,73,6,73,6
34641396,PMC8512603,2,2,2,2
34641398,PMC8510502,3,1,3,1
34641399,PMC8510236,5,3,5,3
34641410,PMC8512815,1,1,1,1
34641420,PMC8510454,3,1,3,1
34641429,PMC8510467,6,2,6,2
34641438,PMC8512375,1,1,1,1
34641448,PMC8513069,103,10,103,10
34641449,PMC8512612,2,1,2,1
34641450,PMC8512022,4,4,4,4
34641466,PMC8513078,3,2,3,2
34641481,PMC8512135,70,11,70,11
34641482,PMC8512520,112,2,112,2
34641490,PMC8512677,11,10,11,10
34641495,PMC8512361,177,31,177,31
34641506,PMC8512028,13,8,13,8
34641516,PMC8512454,364,74,364,74
34641521,PMC8512545,46,2,46,2
34641529,PMC8513080,330,124,330,124
34641542,PMC8512367,216,42,216,42
34641558,PMC8512631,6,3,6,3
34641573,PMC8512126,1,1,1,1
34641577,PMC8513029,7,2,7,2
34641578,PMC8512817,54,1,54,1
34641589,PMC8512174,29,2,29,2
34641601,PMC8512414,106,6,106,6
34641606,PMC8512140,55,14,55,14
34641612,PMC8512273,94,8,94,8
34641615,PMC8512000,2,2,2,2
34641617,PMC8512833,4,1,4,1
34641618,PMC8512339,73,2,73,2
34641628,PMC8512846,180,131,180,131
34641629,PMC8512696,14,9,14,9
34641645,PMC8744697,3,1,3,1
34641670,,1,1,1,1
34641676,,3,2,3,2
34641680,,2,2,2,2
34641738,,8,3,8,3
34641742,,2,2,2,2
34641746,,5,1,5,1
34641803,PMC8507169,4,4,4,4
34641829,PMC8507097,1,1,1,1
34641840,PMC8507123,66,1,66,1
34641848,PMC8513183,1,1,1,1
34641870,PMC8506488,25,4,25,4
34641879,PMC8513360,8,2,8,2
34641929,PMC8513278,5,5,5,5
34641952,PMC8507139,14,6,14,6
34641953,PMC8506081,137,42,137,42
34641957,PMC8513206,13,11,13,11
34641984,PMC8581701,34,1,34,1
34642093,,2,2,2,2
34642094,PMC8724347,25,4,25,4
34642121,,2,2,2,2
34642196,PMC8513273,73,2,73,2
34642240,PMC8520599,4,1,4,1
34642258,,8,2,8,2
34642298,PMC8511025,4,3,4,3
34642300,PMC8511191,2,2,2,2
34642302,PMC8511012,8,3,8,3
34642304,PMC8511016,4,1,4,1
34642308,PMC8511032,447,106,447,106
34642309,PMC8511127,11,6,11,6
34642310,PMC8511299,6,3,6,3
34642317,PMC8511258,8,5,8,5
34642320,PMC8511046,25,14,25,14
34642358,PMC8511160,3,1,3,1
34642384,PMC8511333,1,1,1,1
34642420,PMC8511024,1,1,1,1
34642437,PMC8511217,1,1,1,1
34642452,PMC8506094,51,2,51,2
34642455,,4,1,4,1
34642456,PMC8760059,126,19,126,19
34642457,,1,1,1,1
34642465,PMC8511038,100,10,100,10
34642468,PMC8885407,219,23,219,23
34642508,PMC8493948,101,49,101,49
34642509,PMC8498983,151,12,151,12
34642560,PMC8496942,1,1,1,1
34642572,PMC8500123,54,1,54,1
34642581,PMC8496631,3,2,3,2
34642591,PMC8493769,1,1,1,1
34642626,PMC8496941,27,3,27,3
34642636,PMC8344499,11,3,11,3
34642644,PMC8494995,1,1,1,1
34642645,PMC8497954,13,2,13,2
34642648,PMC8497185,41,26,41,26
34642653,PMC8494498,90,2,90,2
34642663,PMC8499911,33,1,33,1
34642664,PMC8499886,20,1,20,1
34642665,PMC8499944,25,13,25,13
34642666,PMC7611805,3,2,3,2
34642671,PMC8495048,1,1,1,1
34642689,PMC8509099,28,5,28,5
34642702,PMC8509103,1,1,1,1
34642710,,2,2,2,2
34642714,,1,1,1,1
34642752,,7,2,7,2
34642769,PMC8748354,20,6,20,6
34642784,PMC8509902,22,2,22,2
34642815,,1,1,1,1
34642818,PMC8510947,423,81,423,81
34642824,,1,1,1,1
34642830,,6,5,6,5
34642840,,2,2,2,2
34642841,PMC8510571,9,2,9,2
34642862,,11,10,11,10
34642874,,5,5,5,5
34642909,,3,1,3,1
34642915,PMC8863774,4,2,4,2
34642942,,1,1,1,1
34642952,,4,1,4,1
34642957,,14,7,14,7
34642967,,1,1,1,1
34643000,PMC8662250,73,26,73,26
34643001,,3,2,3,2
34643006,PMC8646502,12,1,12,1
34643021,,13,4,13,4
34643035,,5,3,5,3
34643045,PMC8581331,22,4,22,4
34643049,,1,1,1,1
34643059,PMC8611769,33,4,33,4
34643069,PMC8596112,2,2,2,2
34643076,,18,9,18,9
34643080,,1,1,1,1
34643081,,5,2,5,2
34643088,,2,1,2,1
34643099,,3,2,3,2
34643170,PMC8806971,16,1,16,1
34643182,PMC8555986,8,6,8,6
34643201,,5,1,5,1
34643227,,5,3,5,3
34643229,PMC8649639,11,9,11,9
34643236,PMC8589445,3,2,3,2
34643237,PMC8561391,40,20,40,20
34643246,PMC8524408,7,2,7,2
34643248,,22,8,22,8
34643253,PMC8524430,6,4,6,4
34643267,,2,1,2,1
34643284,,1,1,1,1
34643288,,4,4,4,4
34643304,,1,1,1,1
34643308,,9,5,9,5
34643312,,7,2,7,2
34643340,,8,5,8,5
34643375,,9,2,9,2
34643390,,1,1,1,1
34643410,PMC8515925,5,1,5,1
34643421,PMC8513684,80,10,80,10
34643427,PMC8754212,11,1,11,1
34643429,PMC8754228,134,19,134,19
34643430,,2,2,2,2
34643431,PMC8754209,5,1,5,1
34643441,PMC8515930,402,50,402,50
34643458,,1,1,1,1
34643460,,2,1,2,1
34643468,,3,1,3,1
34643471,,7,5,7,5
34643549,,3,1,3,1
34643567,PMC8555598,9,2,9,2
34643617,,1,1,1,1
34643624,,1,1,1,1
34643629,PMC8564858,16,1,16,1
34643636,,5,4,5,4
34643662,,4,2,4,2
34643663,,2,1,2,1
34643674,,11,7,11,7
34643696,,4,3,4,3
34643703,PMC8565310,1,1,1,1
34643751,PMC8511848,47,2,47,2
34643786,PMC8557139,4,1,4,1
34643802,PMC8511620,38,2,38,2
34643807,,1,1,1,1
34643816,,2,1,2,1
34643823,,5,3,5,3
34643842,,4,3,4,3
34643844,PMC8760204,5,4,5,4
34643856,PMC8511611,22,6,22,6
34643857,PMC8511861,23,2,23,2
34643859,,16,6,16,6
34643861,,1,1,1,1
34643895,,2,1,2,1
34643911,,6,1,6,1
34643923,,6,3,6,3
34643927,PMC8511618,51,14,51,14
34643928,,1,1,1,1
34643929,,8,3,8,3
34643941,,18,11,18,11
34643952,,1,1,1,1
34643969,,2,2,2,2
34643970,,3,1,3,1
34643977,,1,1,1,1
34644006,,4,4,4,4
34644007,,6,2,6,2
34644045,,2,1,2,1
34644062,,2,2,2,2
34644064,PMC8554758,2,2,2,2
34644083,,2,2,2,2
34644147,PMC8783551,101,15,101,15
34644150,PMC8896520,66,7,66,7
34644184,,4,2,4,2
34644215,,2,1,2,1
34644263,PMC8549606,5,2,5,2
34644300,PMC8545432,4,1,4,1
34644302,PMC8513871,2,1,2,1
34644308,PMC8513878,1,1,1,1
34644337,PMC8513897,6,2,6,2
34644351,PMC8513844,9,7,9,7
34644361,PMC8513909,4,2,4,2
34644368,PMC8513884,26,6,26,6
34644378,,2,1,2,1
34644385,PMC8516438,1,1,1,1
34644413,,8,1,8,1
34644419,,1,1,1,1
34644448,,1,1,1,1
34644497,,1,1,1,1
34644509,,3,2,3,2
34644519,,7,4,7,4
34644530,,4,1,4,1
34644557,,7,4,7,4
34644560,,1,1,1,1
34644561,PMC8558842,148,17,148,17
34644565,PMC8845126,116,19,116,19
34644569,,8,2,8,2
34644575,PMC8916043,89,38,89,38
34644583,,1,1,1,1
34644596,,4,1,4,1
34644617,,9,2,9,2
34644674,,7,6,7,6
34644706,PMC8678184,1,1,1,1
34644731,,1,1,1,1
34644769,PMC8516426,2,1,2,1
34644772,PMC8516430,3,1,3,1
34645090,,11,3,11,3
34645092,,20,9,20,9
34645094,,2,1,2,1
34645105,,1,1,1,1
34645125,PMC8566138,27,8,27,8
34645146,,5,2,5,2
34645149,,2,1,2,1
34645151,,4,1,4,1
34645187,,19,15,19,15
34645271,,13,7,13,7
34645272,,2,1,2,1
34645279,,6,5,6,5
34645286,,1,1,1,1
34645355,,10,7,10,7
34645361,,1,1,1,1
34645362,,8,2,8,2
34645391,PMC8515673,3,1,3,1
34645397,PMC8515742,8,1,8,1
34645456,PMC8513293,274,1,274,1
34645457,PMC8512650,191,4,191,4
34645466,PMC8513284,11,6,11,6
34645468,PMC8513287,2,1,2,1
34645472,PMC8513339,4,2,4,2
34645483,PMC8513237,3,1,3,1
34645486,PMC8513302,8,3,8,3
34645505,PMC8513260,3,1,3,1
34645571,,2,1,2,1
34645583,,3,2,3,2
34645608,,13,1,13,1
34645609,,8,1,8,1
34645610,PMC8841097,2,1,2,1
34645618,PMC8548209,99,6,99,6
34645649,,1,1,1,1
34645671,,1,1,1,1
34645687,,1,1,1,1
34645689,,12,1,12,1
34645714,PMC8544320,7,1,7,1
34645720,,9,6,9,6
34645736,PMC8668378,1,1,1,1
34645762,,3,1,3,1
34645781,PMC8514433,1,1,1,1
34645783,PMC8513388,51,2,51,2
34645785,PMC8514551,3,1,3,1
34645789,PMC8514525,11,9,11,9
34645792,PMC8514509,72,37,72,37
34645797,PMC8514558,7,4,7,4
34645803,PMC8514460,2,1,2,1
34645810,PMC8514430,2,2,2,2
34645813,PMC8514500,5,2,5,2
34645824,PMC8514542,2,2,2,2
34645849,PMC8514552,23,2,23,2
34645930,PMC8514504,2,2,2,2
34645931,PMC8514580,7,2,7,2
34645932,PMC8512653,162,41,162,41
34645933,PMC8514557,174,2,174,2
34645939,,5,2,5,2
34645940,PMC8513558,98,1,98,1
34645941,PMC8513556,1,1,1,1
34645978,PMC8602037,300,63,300,63
34645980,PMC8511863,10,10,10,10
34646012,,1,1,1,1
34646018,,2,1,2,1
34646022,PMC8858443,83,2,83,2
34646033,PMC8511856,291,39,291,39
34646068,PMC8499600,35,1,35,1
34646077,PMC8499585,6,5,6,5
34646085,PMC8505104,6,1,6,1
34646114,PMC8503617,143,22,143,22
34646133,PMC8504577,11,4,11,4
34646134,PMC8504579,2,1,2,1
34646138,PMC8502857,85,25,85,25
34646142,PMC8502824,12,6,12,6
34646144,PMC8503599,2,2,2,2
34646152,PMC8502875,6,1,6,1
34646153,PMC8504538,1,1,1,1
34646155,PMC8504536,3,1,3,1
34646161,PMC8502887,6,4,6,4
34646210,PMC8503527,1,1,1,1
34646227,PMC8504490,1,1,1,1
34646232,PMC8503278,5,1,5,1
34646239,PMC8502943,2,2,2,2
34646240,PMC8503555,4,1,4,1
34646263,PMC8503675,91,55,91,55
34646268,PMC8503325,73,2,73,2
34646269,PMC8503189,160,24,160,24
34646276,PMC8502962,25,2,25,2
34646281,PMC8503603,12,3,12,3
34646285,PMC8504481,3,1,3,1
34646287,PMC8502935,17,5,17,5
34646289,PMC8504483,1,1,1,1
34646326,PMC8505093,9,2,9,2
34646327,PMC8505063,2,2,2,2
34646330,PMC8505102,7,1,7,1
34646362,PMC8504210,24,1,24,1
34646366,PMC8490529,135,2,135,2
34646367,PMC8490504,1,1,1,1
34646368,PMC8490511,67,3,67,3
34646369,PMC8490508,99,1,99,1
34646373,PMC8490528,4,1,4,1
